species
"Abditibacterium utsteinense"
"Streptomyces monomycini"
"Streptomyces monticola"
"Streptomyces mordarskii"
"Streptomyces morookaense"
"Streptomyces muensis"
"Streptomyces murinus"
"Streptomyces mutabilis"
"Streptomyces mutomycini"
"Streptomyces myxogenes"
"Streptomyces naganishii"
"Streptomyces nanhaiensis"
"Streptomyces nanningensis"
"Streptomyces nanshensis"
"Streptomyces narbonensis"
"Streptomyces nashvillensis"
"Streptomyces netropsis"
"Streptomyces neyagawaensis"
"Streptomyces niger"
"Streptomyces nigrescens"
"Streptomyces nitrosporeus"
"Streptomyces niveoruber"
"Streptomyces niveus"
"Streptomyces nobilis"
"Streptomyces noboritoensis"
"Streptomyces nodosus"
"Streptomyces nogalater"
"Streptomyces nojiriensis"
"Streptomyces noursei"
"Streptomyces novaecaesareae"
"Streptomyces oceani"
"Streptomyces ochraceiscleroticus"
"Streptomyces odonnellii"
"Streptomyces ogaensis"
"Streptomyces olivaceiscleroticus"
"Streptomyces olivaceoviridis"
"Streptomyces olivaceus"
"Streptomyces olivicoloratus"
"Streptomyces olivochromogenes"
"Streptomyces olivoverticillatus"
"Streptomyces omiyaensis"
"Streptomyces orinoci"
"Streptomyces oryziradicis"
"Streptomyces osmaniensis"
"Streptomyces ossamyceticus"
"Streptomyces otsuchiensis"
"Streptomyces ovatisporus"
"Streptomyces pactum"
"Streptomyces padanus"
"Streptomyces palmae"
"Streptomyces paludis"
"Streptomyces panacagri"
"Streptomyces panaciradicis"
"Streptomyces panaciterrae"
"Streptomyces paromomycinus"
"Streptomyces parvulus"
"Streptomyces parvus"
"Streptomyces pathocidini"
"Streptomyces paucisporeus"
"Streptomyces paulus"
"Streptomyces peucetius"
"Streptomyces peucetius subsp. caesius"
"Streptomyces phaeochromogenes"
"Streptomyces phaeofaciens"
"Streptomyces phaeoluteichromatogenes"
"Streptomyces phaeoluteigriseus"
"Streptomyces pharetrae"
"Streptomyces pharmamarensis"
"Streptomyces phyllanthi"
"Streptomyces phytohabitans"
"Streptomyces pilosus"
"Streptomyces pini"
"Streptomyces platensis"
"Streptomyces platensis subsp. malvinus"
"Streptomyces plumbeus"
"Streptomyces plumbiresistens"
"Streptomyces pluricolorescens"
"Streptomyces pluripotens"
"Streptomyces polaris"
"Streptomyces polyantibioticus"
"Streptomyces polychromogenes"
"Streptomyces polygonati"
"Streptomyces polymachus"
"Streptomyces polyrhachii"
"Streptomyces poonensis"
"Streptomyces populi"
"Streptomyces prasinopilosus"
"Streptomyces prasinosporus"
"Streptomyces prasinus"
"Streptomyces pratens"
"Streptomyces pratensis"
"Streptomyces prunicolor"
"Streptomyces pseudoechinosporeus"
"Streptomyces pseudogriseolus"
"Streptomyces pseudovenezuelae"
"Streptomyces pulveraceus"
"Streptomyces puniceus"
"Streptomyces purpurascens"
"Streptomyces purpureus"
"Streptomyces purpurogeneiscleroticus"
"Streptomyces qinglanensis"
"Streptomyces qinzhouensis"
"Streptomyces racemochromogenes"
"Streptomyces radiopugnans"
"Streptomyces rameus"
"Streptomyces ramulosus"
"Streptomyces rangoonensis"
"Streptomyces rapamycinicus"
"Streptomyces recifensis"
"Streptomyces rectiviolaceus"
"Streptomyces regensis"
"Streptomyces reniochalinae"
"Streptomyces resistomycificus"
"Streptomyces reticuliscabiei"
"Streptomyces rhizophilus"
"Streptomyces rhizosphaericola"
"Streptomyces rhizosphaericus"
"Streptomyces rhizosphaerihabitans"
"Streptomyces ribosidificus"
"Streptomyces rimosus"
"Streptomyces rimosus subsp. rimosus"
"Streptomyces rishiriensis"
"Streptomyces robefuscus"
"Streptomyces rochei"
"Streptomyces roietensis"
"Streptomyces rosealbus"
"Streptomyces roseifaciens"
"Streptomyces roseiscleroticus"
"Streptomyces roseocinereus"
"Streptomyces roseofulvus"
"Streptomyces roseolilacinus"
"Streptomyces roseolus"
"Streptomyces roseoviolaceus"
"Streptomyces roseoviridis"
"Streptomyces ruber"
"Streptomyces rubidus"
"Streptomyces rubiginosohelvolus"
"Streptomyces rubiginosus"
"Streptomyces rubradiris"
"Streptomyces rubrisoli"
"Streptomyces rubrogriseus"
"Streptomyces rubrolavendulae"
"Streptomyces rubrus"
"Streptomyces salilacus"
"Streptomyces samsunensis"
"Streptomyces sanglieri"
"Streptomyces sannanensis"
"Streptomyces sannurensis"
"Streptomyces sanyensis"
"Streptomyces sasae"
"Streptomyces scabichelini"
"Streptomyces scabiei"
"Streptomyces sclerogranulatus"
"Streptomyces sclerotialus"
"Streptomyces scopiformis"
"Streptomyces scopuliridis"
"Streptomyces sedi"
"Streptomyces sediminis"
"Streptomyces senoensis"
"Streptomyces seoulensis"
"Streptomyces septentrionalis"
"Streptomyces seranimatus"
"Streptomyces seymenliensis"
"Streptomyces shaanxiensis"
"Streptomyces shenzhenensis"
"Streptomyces showdoensis"
"Streptomyces siamensis"
"Streptomyces silaceus"
"Streptomyces similanensis"
"Streptomyces sindenensis"
"Streptomyces sioyaensis"
"Streptomyces smyrnaeus"
"Streptomyces sodiiphilus"
"Streptomyces soli"
"Streptomyces somaliensis"
"Streptomyces songpinggouensis"
"Streptomyces sp."
"Streptomyces sparsogenes"
"Streptomyces sparsus"
"Streptomyces specialis"
"Streptomyces spectabilis"
"Streptomyces speibonae"
"Streptomyces spinoverrucosus"
"Streptomyces spiralis"
"Streptomyces spiroverticillatus"
"Streptomyces spongiae"
"Streptomyces spongiicola"
"Streptomyces sporangiiformans"
"Streptomyces spororaveus"
"Streptomyces sporoverrucosus"
"Streptomyces staurosporininus"
"Streptomyces stelliscabiei"
"Streptomyces stramineus"
"Streptomyces subrutilus"
"Streptomyces sudanensis"
"Streptomyces sulfonofaciens"
"Streptomyces sulphureus"
"Streptomyces sundarbansensis"
"Streptomyces synnematoformans"
"Streptomyces tacrolimicus"
"Streptomyces taklimakanensis"
"Streptomyces tanashiensis"
"Streptomyces tateyamensis"
"Streptomyces tauricus"
"Streptomyces tendae"
"Streptomyces tenjimariensis"
"Streptomyces termitum"
"Streptomyces thermoalcalitolerans"
"Streptomyces thermoalkaliphilus"
"Streptomyces thermoautotrophicus"
"Streptomyces thermocarboxydovorans"
"Streptomyces thermocarboxydus"
"Streptomyces thermocoprophilus"
"Streptomyces thermodiastaticus"
"Streptomyces thermogriseus"
"Streptomyces thermohygroscopicus"
"Streptomyces thermolineatus"
"Streptomyces thermospinosisporus"
"Streptomyces thermoviolaceus"
"Streptomyces thermoviolaceus subsp. apingens"
"Streptomyces thermoviolaceus subsp. thermoviolaceus"
"Streptomyces thermovulgaris"
"Streptomyces thinghirensis"
"Streptomyces thioluteus"
"Streptomyces tibetensis"
"Streptomyces torulosus"
"Streptomyces toxytricini"
"Streptomyces tremellae"
"Streptomyces tricolor"
"Streptomyces triostinicus"
"Streptomyces triticagri"
"Streptomyces tritici"
"Streptomyces triticirhizae"
"Streptomyces triticisoli"
"Streptomyces tritolerans"
"Streptomyces tsukubensis"
"Streptomyces tsusimaensis"
"Streptomyces tubercidicus"
"Streptomyces tuirus"
"Streptomyces tunisialbus"
"Streptomyces tunisiensis"
"Streptomyces turgidiscabies"
"Streptomyces typhae"
"Streptomyces tyrosinilyticus"
"Streptomyces umbrinus"
"Streptomyces ureilyticus"
"Streptomyces variegatus"
"Streptomyces varsoviensis"
"Streptomyces vastus"
"Streptomyces venetus"
"Streptomyces venezuelae"
"Streptomyces verrucosisporus"
"Streptomyces vietnamensis"
"Streptomyces vinaceus"
"Streptomyces violaceochromogenes"
"Streptomyces violaceorectus"
"Streptomyces violaceoruber"
"Streptomyces violaceorubidus"
"Streptomyces violaceus"
"Streptomyces violaceusniger"
"Streptomyces violarus"
"Streptomyces violascens"
"Streptomyces violens"
"Streptomyces virens"
"Streptomyces virginiae"
"Streptomyces viridis"
"Streptomyces viridiviolaceus"
"Streptomyces viridobrunneus"
"Streptomyces viridochromogenes"
"Streptomyces viridosporus"
"Streptomyces vitaminophilus"
"Streptomyces vulcanius"
"Streptomyces wedmorensis"
"Streptomyces wellingtoniae"
"Streptomyces werraensis"
"Streptomyces wuyuanensis"
"Streptomyces xanthochromogenes"
"Streptomyces xantholiticus"
"Streptomyces xanthophaeus"
"Streptomyces xiamenensis"
"Streptomyces xiangluensis"
"Streptomyces xinghaiensis"
"Streptomyces xishensis"
"Streptomyces yaanensis"
"Streptomyces yanglinensis"
"Streptomyces yangpuensis"
"Streptomyces yanii"
"Streptomyces yatensis"
"Streptomyces yeochonensis"
"Streptomyces yerevanensis"
"Streptomyces yogyakartensis"
"Streptomyces yokosukanensis"
"Streptomyces youssoufiensis"
"Streptomyces yunnanensis"
"Streptomyces zagrosensis"
"Streptomyces zaomyceticus"
"Streptomyces zelensis"
"Streptomyces zhaozhouensis"
"Streptomyces zhihengii"
"Streptomyces zinciresistens"
"Streptomyces ziwulingensis"
"Streptosporangium album"
"Streptosporangium algeriense"
"Streptosporangium amethystogenes"
"Streptosporangium amethystogenes subsp. amethystogenes"
"Streptosporangium amethystogenes subsp. fukuiense"
"Streptosporangium anatoliense"
"Streptosporangium becharense"
"Streptosporangium brasiliense"
"Streptosporangium canum"
"Streptosporangium carneum"
"Streptosporangium corydalis"
"Streptosporangium fenghuangense"
"Streptosporangium fragile"
"Streptosporangium jiaoheense"
"Streptosporangium jomthongense"
"Streptosporangium kronopolitis"
"Streptosporangium longisporum"
"Streptosporangium lutulentum"
"Streptosporangium nanhuense"
"Streptosporangium nondiastaticum"
"Streptosporangium oxazolinicum"
"Streptosporangium pseudovulgare"
"Streptosporangium purpuratum"
"Streptosporangium roseum"
"Streptosporangium rubrum"
"Streptosporangium saharense"
"Streptosporangium sandarakinum"
"Streptosporangium shengliense"
"Streptosporangium sibiricum"
"Streptosporangium sonchi"
"Streptosporangium sp."
"Streptosporangium subfuscum"
"Streptosporangium subroseum"
"Streptosporangium taraxaci"
"Streptosporangium terrae"
"Streptosporangium violaceochromogenes"
"Streptosporangium vulgare"
"Streptosporangium yunnanense"
"Streptoverticillium aureoversile"
"Streptoverticillium cinnamoneum subsp. lanosum"
"Streptoverticillium cinnamoneum subsp. sparsum"
"Streptoverticillium kashmirense"
"Streptoverticillium ladakanum"
"Streptoverticillium olivoreticuli"
"Streptoverticillium olivoreticuli subsp. cellulophilum"
"Stygiolobus azoricus"
"Subdoligranulum sp."
"Subdoligranulum variabile"
"Subsaxibacter arcticus"
"Subsaxibacter broadyi"
"Subsaxibacter sediminis"
"Subsaximicrobium saxinquilinus"
"Subsaximicrobium wynnwilliamsii"
"Subtercola boreus"
"Subtercola frigoramans"
"Subtercola lobariae"
"Subtercola sp."
"Subtercola vilae"
"Succinatimonas hippei"
"Succiniclasticum ruminis"
"Succiniclasticum sp."
"Succinimonas amylolytica"
"Succinispira mobilis"
"Succinivibrio dextrinosolvens"
"Suicoccus acidiformans"
"Suipraeoptans intestinalis"
"Sulfitobacter aestuarii"
"Sulfitobacter brevis"
"Sulfitobacter delicatus"
"Sulfitobacter donghicola"
"Sulfitobacter dubius"
"Sulfitobacter faviae"
"Sulfitobacter geojensis"
"Sulfitobacter guttiformis"
"Sulfitobacter indolifex"
"Sulfitobacter litoralis"
"Sulfitobacter marinus"
"Sulfitobacter mediterraneus"
"Sulfitobacter noctilucae"
"Sulfitobacter noctilucicola"
"Sulfitobacter pontiacus"
"Sulfitobacter pontiacus subsp. fungiae"
"Sulfitobacter porphyrae"
"Sulfitobacter pseudonitzschiae"
"Sulfitobacter sabulilitoris"
"Sulfitobacter sp."
"Sulfitobacter undariae"
"Sulfobacillus acidophilus"
"Sulfobacillus benefaciens"
"Sulfobacillus sibiricus"
"Sulfobacillus thermosulfidooxidans"
"Sulfobacillus thermotolerans"
"Sulfodiicoccus acidiphilus"
"Sulfolobus acidocaldarius"
"Sulfophobococcus zilligii"
"Sulfuracidifex metallicus"
"Sulfuracidifex tepidarius"
"Sulfuricaulis limicola"
"Sulfuricella denitrificans"
"Sulfuricurvum kujiense"
"Sulfuriferula multivorans"
"Sulfuriferula nivalis"
"Sulfuriferula plumbiphila"
"Sulfuriferula thiophila"
"Sulfuriflexus mobilis"
"Sulfurifustis variabilis"
"Sulfurihydrogenibium azorense"
"Sulfurihydrogenibium kristjanssonii"
"Sulfurihydrogenibium rodmanii"
"Sulfurihydrogenibium subterraneum"
"Sulfurihydrogenibium yellowstonense"
"Sulfurimicrobium lacus"
"Sulfurimonas autotrophica"
"Sulfurimonas crateris"
"Sulfurimonas denitrificans"
"Sulfurimonas gotlandica"
"Sulfurimonas hongkongensis"
"Sulfurimonas paralvinellae"
"Sulfurirhabdus autotrophica"
"Sulfurisoma sediminicola"
"Sulfurisphaera javensis"
"Sulfurisphaera ohwakuensis"
"Sulfurisphaera sp."
"Sulfurisphaera tokodaii"
"Sulfuritalea hydrogenivorans"
"Sulfuritortus calidifontis"
"Sulfurivermis fontis"
"Sulfurivirga caldicuralii"
"Sulfurospirillum alkalitolerans"
"Sulfurospirillum arcachonense"
"Sulfurospirillum arsenophilum"
"Sulfurospirillum barnesii"
"Sulfurospirillum carboxydovorans"
"Sulfurospirillum cavolei"
"Sulfurospirillum deleyianum"
"Sulfurospirillum halorespirans"
"Sulfurospirillum multivorans"
"Sulfurospirillum sp."
"Sulfurovum aggregans"
"Sulfurovum denitrificans"
"Sulfurovum lithotrophicum"
"Sulfurovum riftiae"
"Sungkyunkwania multivorans"
"Sunxiuqinia dokdonensis"
"Sunxiuqinia elliptica"
"Sunxiuqinia faeciviva"
"Sutcliffiella cohnii"
"Sutcliffiella halmapala"
"Sutcliffiella horikoshii"
"Sutcliffiella zhanjiangensis"
"Sutterella faecalis"
"Sutterella megalosphaeroides"
"Sutterella parvirubra"
"Sutterella stercoricanis"
"Sutterella wadsworthensis"
"Suttonella indologenes"
"Suttonella ornithocola"
"Swaminathania salitolerans"
"Swionibacillus sediminis"
"Symbiobacterium ostreiconchae"
"Symbiobacterium terraclitae"
"Symbiobacterium thermophilum"
"Symbiobacterium turbinis"
"Symmachiella dynata"
"Symmachiella macrocystis"
"Synechococcus rubescens"
"Synechococcus sp."
"Synechocystis sp."
"Syntrophaceticus schinkii"
"Syntrophobacter fumaroxidans"
"Syntrophobacter pfennigii"
"Syntrophobacter wolinii"
"Syntrophobacterium sulfatireducens"
"Syntrophobotulus glycolicus"
"Syntrophococcus sucromutans"
"Syntrophomonas curvata"
"Syntrophomonas erecta"
"Syntrophomonas erecta subsp. sporosyntropha"
"Syntrophomonas palmitatica"
"Syntrophomonas sapovorans"
"Syntrophomonas wolfei"
"Syntrophomonas wolfei subsp. methylbutyratica"
"Syntrophomonas wolfei subsp. saponavida"
"Syntrophomonas zehnderi"
"Syntrophorhabdus aromaticivorans"
"Syntrophospora bryantii"
"Syntrophotalea acetylenica"
"Syntrophotalea acetylenivorans"
"Syntrophotalea carbinolica"
"Syntrophotalea venetiana"
"Syntrophothermus lipocalidus"
"Syntrophus aciditrophicus"
"Syntrophus buswellii"
"Syntrophus gentianae"
"Tabrizicola algicola"
"Tabrizicola alkalilacus"
"Tabrizicola aquatica"
"Tabrizicola fusiformis"
"Tabrizicola piscis"
"Tabrizicola sediminis"
"Taeania maliponensis"
"Tagaea marina"
"Tahibacter aquaticus"
"Taibaiella chishuiensis"
"Taibaiella coffeisoli"
"Taibaiella koreensis"
"Taibaiella smilacinae"
"Taibaiella soli"
"Tamaricihabitans halophyticus"
"Tamilnaduibacter salinus"
"Tamlana agarivorans"
"Tamlana carrageenivorans"
"Tamlana crocina"
"Tamlana sedimentorum"
"Tangfeifania diversioriginum"
"Tannerella forsythia"
"Tannerella serpentiformis"
"Taonella mepensis"
"Tardiphaga robiniae"
"Tardiphaga sp."
"Tateyamaria omphalii"
"Tateyamaria pelophila"
"Tateyamaria sp."
"Tatumella citrea"
"Tatumella morbirosei"
"Tatumella ptyseos"
"Tatumella punctata"
"Tatumella saanichensis"
"Tatumella terrea"
"Tautonia plasticadhaerens"
"Taxeobacter sp."
"Taylorella asinigenitalis"
"Taylorella equigenitalis"
"Teichococcus ludipueritiae"
"Telluria mixta"
"Telluribacter humicola"
"Tellurimicrobium multivorans"
"Tellurirhabdus rosea"
"Telmatobacter bradus"
"Telmatocola sphagniphila"
"Telmatospirillum siberiense"
"Telmatospirillum sp."
"Temperatibacter marinus"
"Tenacibaculum adriaticum"
"Tenacibaculum aestuarii"
"Tenacibaculum aestuariivivum"
"Tenacibaculum agarivorans"
"Tenacibaculum aiptasiae"
"Tenacibaculum amylolyticum"
"Tenacibaculum ascidiaceicola"
"Tenacibaculum crassostreae"
"Tenacibaculum dicentrarchi"
"Tenacibaculum discolor"
"Tenacibaculum gallaicum"
"Tenacibaculum geojense"
"Tenacibaculum haliotis"
"Tenacibaculum halocynthiae"
"Tenacibaculum insulae"
"Tenacibaculum jejuense"
"Tenacibaculum litopenaei"
"Tenacibaculum litoreum"
"Tenacibaculum lutimaris"
"Tenacibaculum maritimum"
"Tenacibaculum mesophilum"
"Tenacibaculum ovolyticum"
"Tenacibaculum sediminilitoris"
"Tenacibaculum singaporense"
"Tenacibaculum skagerrakense"
"Tenacibaculum soleae"
"Tenacibaculum sp."
"Tenacibaculum todarodis"
"Tenacibaculum xiamenense"
"Tenggerimyces flavus"
"Tenggerimyces mesophilus"
"Tengunoibacter tsumagoiensis"
"Tenuibacillus halotolerans"
"Tenuibacillus multivorans"
"Tenuifilum thalassicum"
"Tepidamorphus gemmatus"
"Tepidanaerobacter acetatoxydans"
"Tepidanaerobacter syntrophicus"
"Tepidibacillus decaturensis"
"Tepidibacillus fermentans"
"Tepidibacillus infernus"
"Tepidibacter formicigenes"
"Tepidibacter mesophilus"
"Tepidibacter sp."
"Tepidibacter thalassicus"
"Tepidibaculum saccharolyticum"
"Tepidicaulis marinus"
"Tepidicella xavieri"
"Tepidimicrobium ferriphilum"
"Tepidimicrobium sp."
"Tepidimicrobium xylanilyticum"
"Tepidimonas aquatica"
"Tepidimonas arfidensis"
"Tepidimonas fonticaldi"
"Tepidimonas ignava"
"Tepidimonas sp."
"Tepidimonas thermarum"
"Tepidiphilus baoligensis"
"Tepidiphilus margaritifer"
"Tepidiphilus succinatimandens"
"Tepidiphilus thermophilus"
"Tepidisphaera mucosa"
"Tepiditoga spiralis"
"Terasakiella brassicae"
"Terasakiella pusilla"
"Terasakiella salincola"
"Terasakiispira papahanaumokuakeensis"
"Teredinibacter sp."
"Teredinibacter turnerae"
"Terrabacter aeriphilus"
"Terrabacter aerolatus"
"Terrabacter carboxydivorans"
"Terrabacter ginsenosidimutans"
"Terrabacter koreensis"
"Terrabacter lapilli"
"Terrabacter sp."
"Terrabacter terrae"
"Terrabacter terrigena"
"Terrabacter tumescens"
"Terracidiphilus gabretensis"
"Terracoccus luteus"
"Terracoccus sp."
"Terribacillus aidingensis"
"Terribacillus goriensis"
"Terribacillus halophilus"
"Terribacillus saccharophilus"
"Terriglobus albidus"
"Terriglobus aquaticus"
"Terriglobus roseus"
"Terriglobus saanensis"
"Terriglobus sp."
"Terriglobus tenax"
"Terrilactibacillus laevilacticus"
"Terrilactibacillus tamarindi"
"Terrimesophilobacter mesophilus"
"Terrimicrobium sacchariphilum"
"Terrimonas aquatica"
"Terrimonas crocea"
"Terrimonas ferruginea"
"Terrimonas lutea"
"Terrimonas pekingensis"
"Terrimonas rhizosphaerae"
"Terrimonas rubra"
"Terrimonas soli"
"Terrimonas sp."
"Terrimonas terrae"
"Terrisporobacter glycolicus"
"Terrisporobacter mayombei"
"Terrisporobacter petrolearius"
"Terrisporobacter sp."
"Tersicoccus phoenicis"
"Tersicoccus solisilvae"
"Tessaracoccus antarcticus"
"Tessaracoccus aquimaris"
"Tessaracoccus arenae"
"Tessaracoccus bendigoensis"
"Tessaracoccus coleopterorum"
"Tessaracoccus defluvii"
"Tessaracoccus flavescens"
"Tessaracoccus flavus"
"Tessaracoccus lapidicaptus"
"Tessaracoccus lubricantis"
"Tessaracoccus massiliensis"
"Tessaracoccus nasisuum"
"Tessaracoccus oleiagri"
"Tessaracoccus profundi"
"Tessaracoccus rhinocerotis"
"Tessaracoccus terricola"
"Testudinibacter aquarius"
"Tetragenococcus halophilus"
"Tetragenococcus halophilus subsp. flandriensis"
"Tetragenococcus halophilus subsp. halophilus"
"Tetragenococcus koreensis"
"Tetragenococcus muriaticus"
"Tetragenococcus osmophilus"
"Tetragenococcus solitarius"
"Tetragenococcus sp."
"Tetrasphaera australiensis"
"Tetrasphaera japonica"
"Tetrasphaera jenkinsii"
"Tetrasphaera sp."
"Tetrasphaera vanveenii"
"Tetrasphaera veronensis"
"Texcoconibacillus texcoconensis"
"Thalassiella azotivora"
"Thalassobacillus cyri"
"Thalassobacillus devorans"
"Thalassobacillus hwangdonensis"
"Thalassobacillus pellis"
"Thalassobacillus sp."
"Thalassobaculum fulvum"
"Thalassobaculum litoreum"
"Thalassobaculum salexigens"
"Thalassobius litoralis"
